ts,co2,humidity,light_level,pir,temperature,co2_level,line_1_period_in,line_1_period_out,line_1_total_in,line_1_total_out,open_windows_all
2025-09-21 17:50:00,442.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 18:00:00,442.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 18:10:00,443.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 18:30:00,442.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 18:40:00,441.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 18:50:00,439.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 19:00:00,439.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 19:10:00,440.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 19:20:00,440.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 19:30:00,439.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 19:40:00,438.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 19:50:00,437.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 20:00:00,438.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 20:10:00,437.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 20:20:00,438.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 20:30:00,440.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 20:40:00,439.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 20:50:00,439.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 21:00:00,438.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 21:10:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 21:20:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 21:30:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 21:40:00,439.0,36.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-21 21:50:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 22:00:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 22:10:00,440.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 22:20:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 22:30:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 22:40:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 22:50:00,439.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 23:00:00,437.0,36.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 23:20:00,438.0,37.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 23:30:00,438.0,37.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 23:40:00,439.0,37.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-21 23:50:00,439.0,37.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 00:10:00,440.0,37.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 00:20:00,439.0,37.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 00:30:00,438.5,37.25,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 00:40:00,439.0,37.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 00:50:00,438.0,37.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 01:00:00,438.0,37.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 01:10:00,438.0,37.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 01:20:00,438.0,37.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 01:30:00,438.0,38.0,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 01:40:00,438.0,38.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 01:50:00,438.0,38.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 02:00:00,438.0,38.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 02:10:00,438.0,38.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 02:20:00,438.0,38.0,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 02:30:00,437.0,38.0,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 02:40:00,436.0,38.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 02:50:00,436.0,38.5,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 03:00:00,437.0,38.5,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 03:10:00,437.0,38.5,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 03:20:00,437.0,38.5,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 03:30:00,436.0,39.0,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 03:40:00,436.0,39.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 03:50:00,436.0,39.0,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 04:00:00,436.0,39.0,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 04:10:00,436.0,39.0,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 04:20:00,436.0,39.0,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 04:30:00,437.0,39.5,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 04:40:00,437.0,39.5,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 04:50:00,439.0,39.5,0.0,0,27.4,Low,0,0,0,0,0
2025-09-22 05:00:00,439.0,39.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 05:10:00,439.0,39.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 05:20:00,439.0,39.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 05:30:00,440.0,39.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 05:40:00,442.0,39.0,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 05:50:00,441.0,39.5,1.0,0,27.5,Low,0,0,0,0,0
2025-09-22 06:00:00,443.0,39.5,1.0,0,27.5,Low,0,0,0,0,0
2025-09-22 06:10:00,443.0,39.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 06:20:00,444.0,39.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 06:30:00,445.0,39.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 06:40:00,448.0,39.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-22 06:50:00,453.0,39.5,0.0,0,27.5,Low,0,0,0,0,0
2025-09-22 07:00:00,456.0,39.5,0.0,0,27.6,Low,0,0,0,0,0
2025-09-22 07:10:00,461.0,39.5,0.0,1,27.5,Low,1,0,1,0,0
2025-09-22 07:20:00,471.0,40.0,0.0,0,27.6,Low,0,0,1,0,0
2025-09-22 07:30:00,483.0,40.0,0.0,1,27.6,Low,0,0,1,0,0
2025-09-22 07:40:00,509.0,40.0,0.0,0,27.6,Medium,0,0,1,0,0
2025-09-22 07:50:00,540.0,40.0,0.0,0,27.6,Medium,0,0,1,0,0
2025-09-22 08:00:00,552.0,40.0,0.0,0,27.6,Medium,0,0,1,0,0
2025-09-22 08:10:00,550.0,39.5,1.0,0,27.6,Medium,0,0,1,0,0
2025-09-22 08:20:00,550.0,39.5,1.0,1,27.6,Medium,0,0,1,0,0
2025-09-22 08:30:00,555.0,39.5,1.0,1,27.7,Medium,0,0,1,0,0
2025-09-22 08:40:00,560.0,39.0,1.0,0,27.7,Medium,0,0,1,0,0
2025-09-22 08:50:00,560.0,39.0,1.0,1,27.8,Medium,0,0,1,0,0
2025-09-22 09:00:00,559.0,39.5,1.0,0,27.8,Medium,0,0,1,0,0
2025-09-22 09:10:00,572.0,39.0,1.0,0,27.8,Medium,0,0,1,0,0
2025-09-22 09:20:00,572.0,39.0,1.0,0,27.9,Medium,0,0,1,0,0
2025-09-22 09:30:00,586.0,39.0,1.0,0,27.8,Medium,1,0,2,0,1
2025-09-22 09:40:00,586.0,38.5,1.0,0,27.8,Medium,0,1,2,1,1
2025-09-22 09:50:00,587.0,38.0,1.0,0,27.8,Medium,0,0,2,1,1
2025-09-22 10:00:00,584.0,38.0,1.0,0,27.8,Medium,0,0,2,1,1
2025-09-22 10:10:00,578.0,37.5,1.0,0,27.8,Medium,0,0,2,1,1
2025-09-22 10:20:00,573.0,37.5,0.0,0,27.8,Medium,0,0,2,1,1
2025-09-22 10:30:00,571.0,37.0,0.0,0,27.8,Medium,0,0,2,1,1
2025-09-22 10:40:00,568.0,37.0,0.0,0,27.8,Medium,0,0,2,1,1
2025-09-22 10:50:00,568.0,37.5,0.0,0,27.8,Medium,0,0,2,1,1
2025-09-22 11:00:00,571.0,37.5,0.0,0,27.7,Medium,0,0,2,1,1
2025-09-22 11:10:00,580.0,37.5,0.0,0,27.7,Medium,0,0,2,1,1
2025-09-22 11:20:00,592.0,37.5,0.0,0,27.7,Medium,0,0,2,1,1
2025-09-22 11:30:00,605.0,37.5,0.0,0,27.7,Medium,0,0,2,1,1
2025-09-22 11:40:00,622.0,37.5,0.0,0,27.7,Medium,0,0,2,1,1
2025-09-22 11:50:00,624.0,37.5,0.0,0,27.7,Medium,0,0,2,1,1
2025-09-22 12:00:00,624.0,37.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 12:10:00,619.0,38.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 12:20:00,619.0,38.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 12:30:00,617.0,38.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 12:40:00,617.0,38.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 12:50:00,613.0,38.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 13:00:00,611.0,38.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 13:10:00,611.0,38.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 13:20:00,611.0,39.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 13:30:00,612.0,39.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 13:40:00,617.0,39.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 13:50:00,620.0,39.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 14:00:00,624.0,39.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 14:10:00,625.0,39.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 14:20:00,624.0,39.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 14:30:00,625.0,39.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 14:40:00,623.0,39.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 14:50:00,621.0,39.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 15:00:00,616.0,40.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 15:10:00,605.0,40.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 15:20:00,592.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 15:30:00,578.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 15:40:00,555.0,40.0,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 15:50:00,540.0,40.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 16:00:00,533.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 16:10:00,533.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 16:20:00,536.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 16:30:00,537.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 16:40:00,539.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 16:50:00,540.0,40.5,0.0,0,27.6,Medium,0,0,2,1,1
2025-09-22 17:00:00,542.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 17:10:00,543.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 17:20:00,545.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 17:30:00,544.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 17:40:00,543.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 17:50:00,543.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 18:00:00,542.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 18:10:00,541.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 18:20:00,539.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 18:30:00,532.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 18:40:00,530.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 18:50:00,527.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 19:00:00,520.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 19:10:00,518.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 19:20:00,515.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 19:30:00,514.0,40.0,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 19:40:00,512.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 19:50:00,510.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 20:00:00,504.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 20:10:00,502.0,40.5,0.0,0,27.5,Medium,0,0,2,1,1
2025-09-22 20:20:00,499.0,40.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 20:30:00,498.0,40.5,0.0,0,27.5,Low,0,0,2,1,1
2025-09-22 20:40:00,497.0,40.5,0.0,0,27.5,Low,0,0,2,1,1
2025-09-22 20:50:00,492.0,40.5,0.0,0,27.5,Low,0,0,2,1,1
2025-09-22 21:00:00,490.0,40.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 21:10:00,488.0,41.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 21:20:00,486.0,41.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 21:30:00,485.0,41.0,0.0,0,27.5,Low,0,0,2,1,1
2025-09-22 21:40:00,482.0,41.0,0.0,0,27.5,Low,0,0,2,1,1
2025-09-22 21:50:00,483.0,41.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 22:00:00,480.0,41.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 22:10:00,478.0,41.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 22:20:00,476.0,41.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 22:30:00,473.0,41.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 22:40:00,471.0,42.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 22:50:00,468.0,42.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 23:00:00,469.0,42.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 23:10:00,468.0,42.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 23:20:00,468.0,42.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 23:30:00,467.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 23:40:00,466.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-22 23:50:00,465.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 00:00:00,464.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 00:10:00,463.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 00:20:00,463.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 00:30:00,462.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 00:40:00,461.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 00:50:00,460.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 01:00:00,460.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 01:10:00,460.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 01:20:00,460.0,42.5,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 01:30:00,459.0,42.5,0.0,0,27.3,Low,0,0,2,1,1
2025-09-23 01:40:00,460.0,42.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 01:50:00,459.0,42.0,0.0,0,27.4,Low,0,0,2,1,1
2025-09-23 02:00:00,459.0,42.0,0.0,0,27.3,Low,0,0,2,1,1
2025-09-23 02:10:00,459.0,41.5,0.0,0,27.3,Low,0,0,2,1,1
2025-09-23 02:20:00,458.0,41.5,0.0,0,27.3,Low,0,0,2,1,1
2025-09-23 02:30:00,458.0,41.5,0.0,0,27.3,Low,0,0,2,1,1
2025-09-23 02:40:00,459.0,41.0,0.0,0,27.3,Low,0,0,2,1,1
2025-09-23 02:50:00,458.0,41.0,0.0,0,27.3,Low,0,0,2,1,1
2025-09-23 03:00:00,457.0,40.5,0.0,0,27.3,Low,0,0,2,1,1
2025-09-23 03:10:00,457.0,40.5,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 03:20:00,456.0,40.5,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 03:30:00,457.0,40.5,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 03:40:00,457.0,40.0,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 03:50:00,458.0,40.0,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 04:00:00,458.0,40.0,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 04:10:00,458.0,39.5,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 04:20:00,458.0,39.5,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 04:30:00,458.0,39.5,0.0,0,27.2,Low,0,0,0,0,1
2025-09-23 04:40:00,458.0,39.5,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 04:50:00,459.0,39.5,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 05:00:00,459.0,39.5,0.0,0,27.3,Low,0,0,0,0,1
2025-09-23 05:10:00,459.0,39.5,0.0,0,27.3,Low,0,0,0,0,0
2025-09-23 05:20:00,458.0,39.5,0.0,0,27.3,Low,1,1,1,1,0
2025-09-23 05:30:00,459.0,39.5,0.0,0,27.3,Low,0,0,1,1,0
2025-09-23 05:40:00,461.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 05:50:00,464.0,39.5,1.0,0,27.4,Low,0,0,1,1,0
2025-09-23 06:00:00,465.0,39.5,1.0,0,27.4,Low,0,0,1,1,0
2025-09-23 06:10:00,467.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 06:20:00,468.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 06:30:00,468.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 06:40:00,473.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 06:50:00,476.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 07:00:00,479.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 07:10:00,481.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 07:20:00,482.0,39.5,0.0,0,27.3,Low,0,0,1,1,0
2025-09-23 07:30:00,483.0,39.5,0.0,0,27.3,Low,0,0,1,1,0
2025-09-23 07:40:00,487.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 07:50:00,490.0,39.5,0.0,0,27.4,Low,0,0,1,1,0
2025-09-23 08:00:00,500.0,39.5,0.0,0,27.3,Low,0,0,1,1,0
2025-09-23 08:10:00,509.0,39.5,1.0,0,27.3,Medium,0,0,1,1,0
2025-09-23 08:20:00,511.0,39.5,1.0,0,27.4,Medium,0,0,1,1,0
2025-09-23 08:30:00,514.0,39.5,1.0,0,27.4,Medium,0,0,1,1,0
2025-09-23 08:40:00,519.0,39.5,1.0,0,27.5,Medium,0,0,1,1,0
2025-09-23 08:50:00,522.0,39.5,1.0,0,27.5,Medium,0,0,1,1,0
2025-09-23 09:00:00,531.0,39.5,1.0,0,27.5,Medium,0,0,1,1,0
2025-09-23 09:10:00,531.0,40.0,1.0,0,27.5,Medium,0,0,1,1,0
2025-09-23 09:20:00,531.0,39.5,1.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 09:30:00,530.0,39.5,1.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 09:50:00,529.0,39.5,1.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 10:00:00,529.0,39.5,1.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 10:10:00,529.0,39.5,1.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 10:20:00,530.0,39.5,0.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 10:30:00,531.0,39.5,0.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 10:40:00,532.0,39.5,0.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 10:50:00,533.0,40.0,0.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 11:00:00,534.0,40.0,0.0,0,27.6,Medium,0,0,1,1,0
2025-09-23 11:10:00,535.0,40.0,0.0,0,27.5,Medium,1,1,2,2,0
2025-09-23 11:20:00,539.0,40.5,0.0,0,27.5,Medium,0,0,2,2,0
2025-09-23 11:30:00,549.0,40.5,0.0,0,27.5,Medium,0,0,2,2,0
2025-09-23 11:40:00,563.0,40.0,0.0,0,27.5,Medium,0,0,2,2,0
2025-09-23 11:50:00,568.0,41.0,0.0,0,27.5,Medium,0,0,2,2,0
2025-09-23 12:00:00,575.0,41.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 12:10:00,582.0,41.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 12:20:00,591.0,41.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 12:30:00,603.0,41.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 12:40:00,615.0,41.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 12:50:00,621.0,41.5,0.0,0,27.5,Medium,0,0,2,2,0
2025-09-23 13:00:00,632.0,41.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 13:10:00,640.0,41.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 13:20:00,650.0,42.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 13:30:00,657.0,42.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 13:40:00,668.0,42.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 13:50:00,667.0,42.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 14:00:00,664.0,42.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 14:10:00,658.0,42.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 14:20:00,644.0,42.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 14:30:00,628.0,43.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 14:40:00,600.0,43.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 14:50:00,592.0,43.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 15:00:00,588.0,43.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 15:10:00,589.0,43.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 15:20:00,588.0,43.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 15:30:00,589.0,43.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 15:40:00,590.0,43.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 15:50:00,588.0,44.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 16:00:00,587.0,44.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 16:10:00,586.0,44.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 16:20:00,585.0,44.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 16:30:00,585.0,44.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 16:40:00,584.0,44.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 16:50:00,579.0,45.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 17:00:00,578.0,45.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 17:10:00,572.0,46.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 17:20:00,565.0,46.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 17:30:00,559.0,46.5,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 17:40:00,555.0,47.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 17:50:00,550.0,47.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 18:00:00,547.0,47.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 18:10:00,543.0,47.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 18:20:00,539.0,47.0,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 18:30:00,537.0,47.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 18:40:00,533.0,47.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 18:50:00,532.0,47.0,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 19:00:00,529.0,47.0,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 19:10:00,522.0,47.0,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 19:20:00,519.0,47.0,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 19:30:00,516.0,47.5,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 19:40:00,511.0,47.0,0.0,0,27.4,Medium,0,0,2,2,0
2025-09-23 19:50:00,509.0,47.0,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 20:00:00,507.0,47.0,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 20:10:00,503.0,47.5,0.0,0,27.3,Medium,0,0,2,2,0
2025-09-23 20:20:00,500.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 20:30:00,499.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 20:40:00,498.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 20:50:00,497.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 21:00:00,494.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 21:10:00,493.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 21:20:00,493.0,47.0,0.0,0,27.2,Low,0,0,2,2,0
2025-09-23 21:30:00,492.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 21:40:00,490.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 21:50:00,490.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 22:00:00,489.0,47.0,0.0,0,27.3,Low,0,0,2,2,0
2025-09-23 22:10:00,488.0,47.0,0.0,0,27.2,Low,0,0,2,2,0
2025-09-23 22:20:00,485.0,47.0,0.0,0,27.2,Low,0,0,2,2,0
2025-09-23 22:30:00,483.0,47.0,0.0,0,27.2,Low,0,0,2,2,0
